gbifID,locality,individualCount,decimalLatitude,decimalLongitude,eventDate,year,month
3160135426,Wasa Sloughs,6.0,49.751667,-115.72722,2020-05-09,2020.0,5.0
167212579,Serpentine River Trail,28.0,49.08803,-122.83488,1994-05-22,1994.0,5.0
1357682484,Vancouver--Jericho Park,,49.27159,-123.194374,2015-03-22,2015.0,3.0
2251870718,,,49.222955,-124.027569,2019-04-23T17:41,2019.0,4.0
3355740699,,,49.195515,-121.752418,2021-09-02T11:34,2021.0,9.0
3574573095,Cedar,200.0,49.111458,-123.86768,2021-09-27,2021.0,9.0
2761279591,Boundary Bay Regional Park,40.0,49.01818,-123.04611,2019-07-16,2019.0,7.0
3560650227,Fenwick Road,8.0,49.50743,-115.5339,2021-04-22,2021.0,4.0
3512433754,"Little Shuswap Band ""Skwlax"" East End Mudflats and North Riparian",250.0,50.8777,-119.622635,2021-01-15,2021.0,1.0
580188515,Port Alberni--Somass Estuary & sewage lagoons,240.0,49.25543,-124.837234,2010-11-08,2010.0,11.0
1913165382,,,50.79338,-120.442721,2018-09-07T11:48,2018.0,9.0
2653791530,1st Pond end of Nelthorpe Street,2.0,48.46656,-123.37018,2019-01-07,2019.0,1.0
4308763717,Silver Lake PP,20.0,49.3174,-121.41111,2022-06-22,2022.0,6.0
3536857692,Nanaimo--Buttertubs Marsh,8.0,49.170925,-123.970764,2021-04-22,2021.0,4.0
1201839612,Castlegar--Selkirk College Trails,35.0,49.30996,-117.64791,2014-07-04,2014.0,7.0
4353914862,Oak Bay--Turkey Head/Queen's Park,2.0,48.424488,-123.30104,2022-12-27,2022.0,12.0
2204632658,Salmon Arm Bay (General),105.0,50.709747,-119.28043,2018-10-06,2018.0,10.0
3612737280,Martindale Flats--McIntyre Reservoir,,48.56911,-123.379814,2021-01-06,2021.0,1.0
3685328957,Cheam Lake Wetlands Regional Park,5.0,49.195557,-121.7525,2021-05-01,2021.0,5.0
4351212313,Martindale Flats--McIntyre Reservoir,150.0,48.56911,-123.379814,2022-03-19,2022.0,3.0
2654228967,Pender Island - Hooson Heights,46.0,48.795364,-123.270134,2019-01-31,2019.0,1.0
3581147519,"Elk Lake, Victoria",80.0,48.535557,-123.39139,2021-08-18,2021.0,8.0
2191726590,Iona Island (General),3.0,49.22133,-123.2111,2018-08-20,2018.0,8.0
4366222002,Royal Roads University,35.0,48.430397,-123.47345,2022-04-07,2022.0,4.0
2673252504,"Swan Lake Nature Sanctuary, Victoria",48.0,48.464558,-123.3738,2019-05-02,2019.0,5.0
946392624,"Swan Lake Nature Sanctuary, Victoria",5.0,48.464558,-123.3738,2013-04-07,2013.0,4.0
2210363000,Ucluelet pelagic trip,4.0,48.839413,-125.64926,2018-08-06,2018.0,8.0
167176651,Priest's Valley,99.0,50.24545,-119.343796,2006-11-24,2006.0,11.0
2768638811,Salmon Arm Bay (General),200.0,50.709747,-119.28043,2019-09-10,2019.0,9.0
4214929057,Victoria--McMicking Point,28.0,48.409428,-123.30334,2022-02-14,2022.0,2.0
1370770347,Stanley Park--Lost Lagoon,,49.29563,-123.140305,2015-05-23,2015.0,5.0
1776686015,Nanaimo--Buttertubs Marsh,,49.170925,-123.970764,2016-11-27,2016.0,11.0
3643450423,Munn Rd powerline,4.0,48.491226,-123.4451,2021-04-18,2021.0,4.0
3664631631,Squamish River Estuary -- East (of central channel),43.0,49.690567,-123.16406,2021-01-27,2021.0,1.0
3606030695,Kelowna--Rotary Marsh,3.0,49.895695,-119.50002,2021-04-01,2021.0,4.0
1359971805,Maplewood 08,2.0,49.302345,-123.00661,2015-04-04,2015.0,4.0
3551844801,Riske Creek--Separating Lake,36.0,51.97116,-122.50047,2021-04-05,2021.0,4.0
2768537913,Peter Hope Lake,42.0,50.30109,-120.31863,2019-07-06,2019.0,7.0
2048044386,Royal Roads University,6.0,48.430397,-123.47345,2017-03-19,2017.0,3.0
2748090174,"Clark Drive, Burton, British Columbia, CA (49.984, -117.883)",48.0,49.984314,-117.8833,2019-08-12,2019.0,8.0
3682174591,Victoria--Blenkinsop Lake,8.0,48.483448,-123.3605,2021-06-05,2021.0,6.0
3168688742,Nanaimo--Westwood Lake,12.0,49.162407,-123.997086,2020-06-30,2020.0,6.0
1174851905,V1E3Z7,16.0,50.712452,-119.26558,2014-05-31,2014.0,5.0
2082903175,Boundary Bay Regional Park,200.0,49.01818,-123.04611,2017-09-24,2017.0,9.0
2061762002,Iona Island Causeway,55.0,49.212776,-123.2025,2017-04-17,2017.0,4.0
4362213499,Sea Island (general),60.0,49.20626,-123.18586,2022-04-16,2022.0,4.0
824374122,"Tofino, Sharp Road Lookout",90.0,49.123657,-125.88418,2012-03-16,2012.0,3.0
2796906570,Campbell River,,50.035892,-125.24169,2012-08-24,2012.0,8.0
1751836757,South Okanagan--General Location,200.0,49.23529,-119.53239,2016-07-19,2016.0,7.0
2075253103,Hwy 97B--97A/B junction to Salmon Arm,23.0,50.675957,-119.21629,2017-08-16,2017.0,8.0
2691327686,Castlegar--Selkirk College Trails,21.0,49.30996,-117.64791,2019-05-20,2019.0,5.0
1765360119,Blaeberry--north delta View,10.0,51.434895,-117.0741,2016-10-03,2016.0,10.0
3247874659,Abbotsford--Willband Creek Park,35.0,49.07065,-122.28117,2020-04-09,2020.0,4.0
4376371256,Gellatly Bay Park,125.0,49.821808,-119.61925,2022-11-12,2022.0,11.0
2093078906,"Amherst Ave, Waterfront Sidney",50.0,48.658,-123.39319,2017-08-19,2017.0,8.0
3279000425,Athalmer Sloughs,30.0,50.524776,-116.03297,2020-11-28,2020.0,11.0
2120248929,Penticton--IR Locatee Land,30.0,49.489098,-119.61579,2018-01-13,2018.0,1.0
824026144,North Vancouver--Maplewood Conservation Area,390.0,49.305843,-123.00034,2012-07-18,2012.0,7.0
821577702,Blaeberry--Holmes-Deakin,10.0,51.445328,-117.01609,2004-05-25,2004.0,5.0
210626328,Kelowna--Maude-Roxby Sanctuary,2.0,49.870506,-119.49701,2006-04-04,2006.0,4.0
945827600,Blaeberry--Holmes-Deakin,,51.445328,-117.01609,1997-10-29,1997.0,10.0
937534982,West Vancouver--Kloochman Park,2.0,49.34037,-123.26826,2013-02-01,2013.0,2.0
4261286781,"CA-BC-Tunkwa Provincial Park - 50.6118x-120.8476 - May 20, 2016, 4:14 PM",14.0,50.61175,-120.84762,2022-06-01,2022.0,6.0
2173004193,Minnekhada Regional Park,20.0,49.297222,-122.69972,2018-05-23,2018.0,5.0
1371141163,Valemount--Starratt Wildlife Sanctuary (Cranberry Marsh),35.0,52.814243,-119.2623,2015-05-26,2015.0,5.0
2762109356,Golden--9-mile slough,14.0,51.196716,-116.87513,2019-04-16,2019.0,4.0
2668603841,Kelowna--Robert Lake,80.0,49.93562,-119.408905,2019-04-11,2019.0,4.0
3522551745,estuary,48.0,49.699356,-123.16757,2021-05-22,2021.0,5.0
4374699620,Okanagan Mountain Park--north,2.0,49.76322,-119.62363,2022-06-04,2022.0,6.0
167230533,CAN - BC - Bacchus,4.0,51.893856,-121.53176,2007-07-25,2007.0,7.0
3560621676,"Nicklaus North Golf Course and Table Nineteen, Whistler CA-BC 50.14292, -122.94858",8.0,50.142925,-122.948586,2021-04-04,2021.0,4.0
2739232927,Portage Inlet,2.0,48.46027,-123.419426,2019-03-01,2019.0,3.0
1192968608,Lillooet--Seton Lake,6.0,50.668766,-121.98866,2002-04-11,2002.0,4.0
2227372411,Rocky Point Bird Observatory (restricted access),3.0,48.3198,-123.54715,2017-08-28,2017.0,8.0
3299597978,North Vancouver--Maplewood Conservation Area,19.0,49.305843,-123.00034,2020-12-02,2020.0,12.0
2056432940,Saanichton Spit (TIXEN) (Access restricted during COVID),2.0,48.58966,-123.372246,2017-04-20,2017.0,4.0
2751066390,Bottom Wood Lake - s of Berry Rd.,150.0,50.026592,-119.3977,2019-01-26,2019.0,1.0
2082586475,Central Saanich--ȾIKEL (Maber Flats),18.0,48.572468,-123.43052,2017-07-19,2017.0,7.0
130056355,Taghum,,49.491547,-117.39913,1998-05-12,1998.0,5.0
3683050671,Kelowna--Tutt's Pond,4.0,49.942337,-119.413574,2021-04-15,2021.0,4.0
3150275767,Kelowna--Capital News Centre/Thomson Brook Pond,5.0,49.83433,-119.482,2020-04-29,2020.0,4.0
3531047088,3415 Kelsey Road,6.0,49.533787,-124.81653,2021-05-30,2021.0,5.0
2052924345,Kitimat river,4.0,54.117046,-128.61952,2017-05-13,2017.0,5.0
2049865610,Somenos Marsh--Boardwalk,75.0,48.79121,-123.70926,2017-05-05,2017.0,5.0
581344619,BC - Smithers - Rail trail,9.0,54.78942,-127.19176,2011-03-25,2011.0,3.0
4294428143,Great Blue Heron Nature Reserve,6.0,49.09632,-122.04541,2022-02-21,2022.0,2.0
129992578,Vaseux Lake Bird Observatory--old site,20.0,49.30339,-119.53758,1998-09-24,1998.0,9.0
965073668,burgoyne bay,25.0,48.780388,-123.509674,2013-09-11,2013.0,9.0
2203408247,Kelowna--Munson Pond,,49.864048,-119.46036,2018-09-20,2018.0,9.0
4239015017,Richie Lake,27.0,50.4393,-120.300865,2009-05-23,2009.0,5.0
3276940796,Rebecca Spit Provincial Park,16.0,50.09978,-125.18608,2020-07-20,2020.0,7.0
1206070525,"Departure Bay, Nanaimo",10.0,49.20094,-123.96999,2006-02-19,2006.0,2.0
2084550131,Bear Creek Provincial Park,8.0,49.926243,-119.512024,2017-10-04,2017.0,10.0
4222550551,Vaseux Lake north end,18.0,49.30306,-119.53582,2022-06-15,2022.0,6.0
3220746740,Glassford to Roddie,,52.857605,-122.46857,2020-04-18,2020.0,4.0
3513460554,Burnaby Lake--Piper Spit,16.0,49.242077,-122.93545,2021-03-09,2021.0,3.0
2741045362,Burnaby Lake--Piper Spit,30.0,49.242077,-122.93545,2019-04-07,2019.0,4.0
1725977788,"*Clearwater Valley Rd, DnBL",3.0,51.68589,-120.01772,2016-04-05,2016.0,4.0
1773870680,Kelowna--Rotary Marsh,40.0,49.895695,-119.50002,2016-11-15,2016.0,11.0
2988489128,,,49.284555,-122.771053,2020-04-30T22:18,2020.0,4.0
2171459673,Victoria Harbour,1.0,48.42544,-123.3884,2018-05-22,2018.0,5.0
3216954065,"Swan Lake Nature Sanctuary, Victoria",12.0,48.464558,-123.3738,2020-01-01,2020.0,1.0
2755196386,WorldMark Victoria,11.0,48.42235,-123.381004,2019-05-31,2019.0,5.0
962477754,Kelowna--Robert Lake,2.0,49.93562,-119.408905,2013-08-14,2013.0,8.0
1734842136,Saanich--Panama Flats,12.0,48.476334,-123.4029,2016-05-06,2016.0,5.0
1359997750,Vancouver--Jericho Park,,49.27159,-123.194374,2015-04-15,2015.0,4.0
167186753,englishman river estuary,,49.331036,-124.28876,2008-02-17,2008.0,2.0
3137366406,Reifel Bird Sanctuary,18.0,49.1,-123.185,2020-02-21,2020.0,2.0
958720168,Lillooet--Seton Lake,14.0,50.668766,-121.98866,2013-07-03,2013.0,7.0
2787409749,Dragon Lake rd.,10.0,52.923313,-122.43014,2019-09-26,2019.0,9.0
1162740556,Kelowna--Chichester Marsh,3.0,49.90472,-119.395,2014-04-05,2014.0,4.0
2213301041,Bowker/Queen's Park,20.0,48.42812,-123.305824,2018-09-25,2018.0,9.0
1719675830,Port Moody--Rocky Point Park,6.0,49.280796,-122.849205,2016-03-05,2016.0,3.0
3532543949,Saanich--Panama Flats,6.0,48.476334,-123.4029,2021-09-04,2021.0,9.0
1379204893,Sechelt Marsh,26.0,49.47949,-123.75835,2015-07-25,2015.0,7.0
1369334828,Knutsford--Separation Lake,8.0,50.58569,-120.29215,2015-05-18,2015.0,5.0
1189270271,Island View Beach,62.0,48.5751,-123.36811,2014-09-27,2014.0,9.0
2122928526,Iona Island (General),10.0,49.22133,-123.2111,2018-01-27,2018.0,1.0
2729611073,Squamish Golf Course and Spawning Channels,75.0,49.72928,-123.12374,2019-01-08,2019.0,1.0
4279267024,Manning Park--20 Minute Lake,8.0,49.06332,-120.81964,2022-08-11,2022.0,8.0
3676679423,Wasa Sloughs,14.0,49.751667,-115.72722,2021-05-04,2021.0,5.0
129992483,Vaseux Lake Bird Observatory--old site,30.0,49.30339,-119.53758,1995-09-18,1995.0,9.0
3649780309,Okanagan Landing--Vernon Creek mouth,30.0,50.24469,-119.34437,1999-01-24,1999.0,1.0
3576764223,Squamish River Estuary,60.0,49.70507,-123.17841,2021-09-12,2021.0,9.0
4181341120,Esquimalt Lagoon,5.0,48.4294,-123.45837,2022-05-14,2022.0,5.0
4323812822,Castlegar--Selkirk College Trails,17.0,49.30996,-117.64791,2022-04-12,2022.0,4.0
4398067732,Esquimalt lagoon West side of “Bump”,25.0,48.423122,-123.46623,2022-09-29,2022.0,9.0
1345665109,"Swan Lake Nature Sanctuary, Victoria",7.0,48.464558,-123.3738,2015-01-03,2015.0,1.0
2677302239,"Queen Elizabeth Park, Vancouver CA-BC (49.2390,-123.1125)",8.0,49.238987,-123.11253,2019-05-10,2019.0,5.0
3531411158,Salmon Arm Bay (General),60.0,50.709747,-119.28043,2021-03-29,2021.0,3.0
1391868196,Sooke--Whiffin Spit Park,15.0,48.356464,-123.724594,2015-10-11,2015.0,10.0
968873868,Cranbrook--Irrigation Fields South Pond,75.0,49.57221,-115.65754,2013-10-17,2013.0,10.0
821969645,Vancouver--Queen Elizabeth Park,,49.241943,-123.112206,2012-10-28,2012.0,10.0
3151036582,Lister,2.0,49.036804,-116.469284,2020-02-17,2020.0,2.0
3552440270,North Vancouver--Maplewood Conservation Area,130.0,49.305843,-123.00034,2021-07-05,2021.0,7.0
3233831093,Squamish Estuary Trail,8.0,49.706192,-123.1654,2020-05-03,2020.0,5.0
4264974758,Helmcken Centennial Park,114.0,48.460377,-123.43026,2021-12-08,2021.0,12.0
2191913157,Esquimalt Lagoon,104.0,48.4294,-123.45837,2018-08-20,2018.0,8.0
278246862,Vaseux Lake Campground,4.0,49.29328,-119.527985,2010-04-22,2010.0,4.0
3199341392,Columbia Beach,8.0,49.35418,-124.37037,2020-08-04,2020.0,8.0
1361511162,Victoria--PKOLS (Mount Douglas Park),,48.49255,-123.3453,2015-04-21,2015.0,4.0
2064918339,Victoria--Blenkinsop Lake,8.0,48.483448,-123.3605,2017-05-13,2017.0,5.0
824236536,Abbotsford--Willband Creek Park,12.0,49.07065,-122.28117,2012-07-12,2012.0,7.0
2687982749,Kelowna--Robert Lake,,49.93562,-119.408905,2019-07-23,2019.0,7.0
272487162,Abbotsford--Willband Creek Park,14.0,49.07065,-122.28117,2010-03-18,2010.0,3.0
2158397125,Wilson Creek estuary,8.0,49.438385,-123.71275,2018-05-30,2018.0,5.0
2221242748,Deer Lake Park,144.0,49.237682,-122.96786,2018-11-22,2018.0,11.0
3251768246,Kelowna--Robert Lake,80.0,49.93562,-119.408905,2020-08-31,2020.0,8.0
3153288891,Wasa Lake,2.0,49.779934,-115.73547,2020-04-25,2020.0,4.0
1384425203,Tatlayoko Lake Bird Observatory,1.0,51.653282,-124.40461,2014-08-11,2014.0,8.0
1375673499,Stanley Park,200.0,49.302967,-123.143265,2015-06-25,2015.0,6.0
1792907633,Sooke--Whiffin Spit Park,,48.356464,-123.724594,2004-10-09,2004.0,10.0
2676039972,Parksville--Morningstar Golf Course ponds,9.0,49.335804,-124.36592,2019-05-11,2019.0,5.0
3743232905,,,49.202424,-123.966518,2022-03-16T07:29:10,2022.0,3.0
2153671279,Saanich--Panama Flats,20.0,48.476334,-123.4029,2018-04-30,2018.0,4.0
4303086568,Stanley Park--Lost Lagoon,24.0,49.29563,-123.140305,2022-07-23,2022.0,7.0
2762522094,"Swan Lake Nature Sanctuary, Victoria",45.0,48.464558,-123.3738,2019-06-17,2019.0,6.0
1734952208,Invermere--Windermere Cemetery/Lake Windermere,4.0,50.46635,-115.9945,2016-04-03,2016.0,4.0
3290919587,Haynes Point Provincial Park,115.0,49.01472,-119.45556,2020-11-05,2020.0,11.0
3261387525,"8850 Ash St, Vancouver CA-BC 49.20509, -123.11725",2.0,49.20509,-123.11725,2020-03-10,2020.0,3.0
2145806749,Abbotsford--Fishtrap Creek Park,35.0,49.056416,-122.34872,2018-04-12,2018.0,4.0
3214372517,Nanaimo--Buttertubs Marsh,2.0,49.170925,-123.970764,2020-12-12,2020.0,12.0
3274611658,"Elk Beaver Lake Regional Park, Saanich CA-BC (48.5256,-123.3891)",4.0,48.525574,-123.38907,2020-05-19,2020.0,5.0
3141397215,Pitt Meadows--Thompson Road,4.0,49.27895,-122.62536,2020-03-24,2020.0,3.0
1746962493,Lillooet--Seton Lake,21.0,50.668766,-121.98866,2016-06-24,2016.0,6.0
3519849488,Fernie--Maiden Lake,1.0,49.51766,-115.05635,2021-05-11,2021.0,5.0
3672228341,North Vancouver--Maplewood Conservation Area,11.0,49.305843,-123.00034,2021-03-24,2021.0,3.0
1380543236,Albert Head Lagoon Regional Park,1.0,48.395275,-123.48901,2015-08-05,2015.0,8.0
1354666317,Cheam Lake Wetlands Regional Park,8.0,49.195557,-121.7525,2015-03-17,2015.0,3.0
4309118774,Sannichton (residential),2.0,48.598495,-123.41683,2022-09-15,2022.0,9.0
3167998055,Big Creek Area,6.0,51.72264,-123.042076,2020-05-11,2020.0,5.0
3572877570,Colony Farm,9.0,49.23429,-122.79964,2021-06-07,2021.0,6.0
2783004249,Stanley Park--seawall,58.0,49.3087,-123.13614,2019-08-09,2019.0,8.0
3514874090,Robson--Evin Road,2.0,49.340427,-117.71743,2021-04-24,2021.0,4.0
3650277010,Stanley Park,30.0,49.302967,-123.143265,2021-10-30,2021.0,10.0
2191950842,Stoney Lake,12.0,49.74287,-115.82989,2018-10-06,2018.0,10.0
3270887887,"Elizabeth Lake, Cranbrook",25.0,49.498783,-115.79311,2020-09-23,2020.0,9.0
4252497802,Vancouver--Sutcliffe Park and bay,4.0,49.26835,-123.132706,2022-03-27,2022.0,3.0
3682021436,Parksville Community Park,62.0,49.32567,-124.3088,2021-08-09,2021.0,8.0
2693158716,Salmon Arm Bay (General),20.0,50.709747,-119.28043,2019-07-29,2019.0,7.0
3641926274,Courtenay airpark,67.0,49.68007,-124.979195,2021-10-23,2021.0,10.0
4340177107,"Swan Lake Nature Sanctuary, Victoria",1.0,48.464558,-123.3738,2022-11-25,2022.0,11.0
3243847923,Hornby Island Seawright to Dunlop Point,1.0,49.512783,-124.639336,2020-03-08,2020.0,3.0
823475736,"Hamilton Marsh, Coombs",,49.318634,-124.46566,2012-03-18,2012.0,3.0
3138070401,"Saanich--Tod Creek Flats (""Red Barn Flats"")",40.0,48.53417,-123.44096,2020-03-19,2020.0,3.0
3556002535,Dragon Lake rd.,6.0,52.923313,-122.43014,2021-05-08,2021.0,5.0
3548360881,Coquitlam--Lafarge Lake,2.0,49.287067,-122.78852,2021-03-31,2021.0,3.0
2205680136,Paarens Beach Provincial Park,25.0,54.420227,-124.37811,2018-10-11,2018.0,10.0
4369320092,Martindale Flats,44.0,48.56149,-123.381996,2022-11-10,2022.0,11.0
4188068630,Our yard,5.0,48.473423,-123.34283,2022-01-18,2022.0,1.0
4246795445,Pitt Meadows--Ford Landing,2.0,49.22248,-122.75402,2022-04-24,2022.0,4.0
3672739193,Nanaimo--Buttertubs West Marsh,29.0,49.17138,-123.979126,2021-10-02,2021.0,10.0
2167022219,Fernie--Maiden Lake,6.0,49.51766,-115.05635,2018-05-04,2018.0,5.0
2159958548,Vaseux Lake,1.0,49.299744,-119.53327,2018-04-19,2018.0,4.0
2733735296,Kokanee Creek Provincial Park,10.0,49.60353,-117.12513,2019-03-24,2019.0,3.0
2198541067,Slocan Valley - general location,12.0,49.588234,-117.60315,2018-08-25,2018.0,8.0
2091722626,Salmon Arm Bay (General),700.0,50.709747,-119.28043,2017-09-10,2017.0,9.0
3143489638,"2074 Skimikin Rd (50.7947,-119.4083)",2.0,50.79473,-119.40831,2020-03-23,2020.0,3.0
1163703022,Saanich--Panama Flats,30.0,48.476334,-123.4029,2014-03-16,2014.0,3.0
2760428684,Esquimalt--Saxe Point Park,14.0,48.422195,-123.41878,2019-06-06,2019.0,6.0
3627543392,Nelson--waterfront,120.0,49.498905,-117.291245,2021-04-19,2021.0,4.0
1168011181,Kamloops Airport Dike Trail,1.0,50.69817,-120.450584,2014-05-03,2014.0,5.0
2736793374,Tsawwassen Ferry Terminal Jetty,,49.015713,-123.117065,2019-02-26,2019.0,2.0
2734452496,Nanaimo--Bowen Park,3.0,49.172993,-123.95583,2019-05-03,2019.0,5.0
2105390965,Port Moody--Rocky Point Park,35.0,49.280796,-122.849205,2018-01-14,2018.0,1.0
3231130792,Great Blue Heron Nature Reserve,35.0,49.09632,-122.04541,2020-01-04,2020.0,1.0
2704296070,Courtenay airpark,246.0,49.68007,-124.979195,2019-12-04,2019.0,12.0
1752444255,Central Saanich--ȾIKEL (Maber Flats),9.0,48.572468,-123.43052,2016-07-18,2016.0,7.0
581332121,hawkins lake,,51.83361,-121.0,2011-08-11,2011.0,8.0
3192446052,Rocky Point Bird Observatory (restricted access),12.0,48.3198,-123.54715,2020-10-12,2020.0,10.0
3659055587,Parksville Community Park,15.0,49.32567,-124.3088,2021-06-02,2021.0,6.0
2157456703,"351-355 Atkins Avenue, Victoria, British Columbia, CA (48.447, -123.476)",2.0,48.447376,-123.47625,2018-05-01,2018.0,5.0
2120895568,Reifel Bird Sanctuary,12.0,49.1,-123.185,2018-03-10,2018.0,3.0
1711221125,Burnaby Lake--Rowing Pavilion,112.0,49.245266,-122.95886,2016-01-20,2016.0,1.0
2035219163,Iona Island (General),12.0,49.22133,-123.2111,2017-03-06,2017.0,3.0
4288710486,Pitt Meadows--Grant Narrows,54.0,49.348415,-122.619095,2022-06-14,2022.0,6.0
2669552028,Blackie Spit (Incl. Dunsmuir Farm & Nicomekl estuary),1.0,49.059,-122.879,2019-04-25,2019.0,4.0
4246271939,Saanich--Panama Flats,,48.476334,-123.4029,2022-04-16,2022.0,4.0
824387086,East Sooke Park--Aylard Farm to Beechey Head and Babbington Hill,4.0,48.3235,-123.64949,2012-05-12,2012.0,5.0
271127359,Maplewood 19,6.0,49.305862,-123.00032,2009-02-07,2009.0,2.0
1197869629,Christmas Island and approaches,90.0,50.716133,-119.269806,2005-08-28,2005.0,8.0
2031347600,Kelowna-Vimy Ave beach access,14.0,49.87928,-119.50011,2017-02-07,2017.0,2.0
2713619143,Duncan--Art Mann Park (Quamichan Lk south end),43.0,48.78804,-123.67146,2019-10-13,2019.0,10.0
2136896737,7123 Apex Drive,6.0,50.309,-119.21539,2018-04-21,2018.0,4.0
3269407693,"1180 Comox Street, Vancouver, British Columbia, CA (49.283, -123.131)",6.0,49.282787,-123.130806,2020-10-31,2020.0,10.0
