gbifID,locality,individualCount,decimalLatitude,decimalLongitude,eventDate,year,month
2801827261,Reifel Bird Sanctuary,,49.1,-123.185,2009-03-06,2009.0,3.0
3674427579,Kelowna--Munson Pond,4.0,49.864048,-119.46036,2021-04-27,2021.0,4.0
4320919558,Columbia Beach,16.0,49.35418,-124.37037,2022-09-06,2022.0,9.0
2063413902,Serpentine Fen,10.0,49.085617,-122.82616,2017-05-09,2017.0,5.0
3203747167,Reifel Bird Sanctuary,70.0,49.1,-123.185,2020-10-03,2020.0,10.0
3600449701,Delta--Tilbury Island River Trail,38.0,49.147312,-123.01254,2021-07-14,2021.0,7.0
2163610602,Goose Lake - south end,2.0,50.310432,-119.285385,2018-04-18,2018.0,4.0
3195091059,"Elk Lake, Victoria",6.0,48.535557,-123.39139,2020-08-27,2020.0,8.0
1719967823,Vernon—Otter Lake,4.0,50.412464,-119.248764,2016-02-14,2016.0,2.0
2704481081,Vancouver--Queen Elizabeth Park,1.0,49.241943,-123.112206,2019-08-09,2019.0,8.0
2734441951,Stanley Park,38.0,49.302967,-123.143265,2019-01-12,2019.0,1.0
823840694,Blaeberry--Kettleson Pond & Road,6.0,51.431026,-117.02161,2012-05-09,2012.0,5.0
2182754412,Muir Creek Mouth,4.0,48.379948,-123.86611,2018-09-01,2018.0,9.0
3205309823,Vancouver--Hadden & Vanier Parks,121.0,49.277885,-123.14747,2020-10-20,2020.0,10.0
3532339339,Harrison Hot Springs--Beach & town,27.0,49.303905,-121.7848,2021-07-10,2021.0,7.0
1169397799,Squamish River Estuary,,49.70507,-123.17841,2014-05-07,2014.0,5.0
1188359242,Central Saanich--ȾIKEL (Maber Flats),158.0,48.572468,-123.43052,2014-09-19,2014.0,9.0
2072930904,Columbia Beach,18.0,49.35418,-124.37037,2017-08-03,2017.0,8.0
1400365816,Sunnygrove Terrace,58.0,48.509697,-123.36299,2015-12-04,2015.0,12.0
581402721,Vernon--Swan Lake,12.0,50.317257,-119.25786,2011-03-26,2011.0,3.0
1725156202,Vancouver--Queen Elizabeth Park,4.0,49.241943,-123.112206,2016-04-03,2016.0,4.0
3158226347,Oak Bay--Cattle Point,2.0,48.43874,-123.29416,2020-03-22,2020.0,3.0
1381590794,Reifel Bird Sanctuary,30.0,49.1,-123.185,2015-08-11,2015.0,8.0
1174148839,Grohman Narrows Provincial Park,4.0,49.494835,-117.34433,2014-05-28,2014.0,5.0
4222766456,Saanich--Panama Flats,6.0,48.476334,-123.4029,2022-05-06,2022.0,5.0
198859780,Vanier Park [Vancouver],11.0,49.27709,-123.14478,2008-10-18,2008.0,10.0
3214436416,Parksville--Morningstar Golf Course ponds,2.0,49.335804,-124.36592,2020-12-24,2020.0,12.0
4288378488,Oak Bay--Cattle Point,15.0,48.43874,-123.29416,2022-08-15,2022.0,8.0
4275952218,Kelowna--Robert Lake,60.0,49.93562,-119.408905,2022-08-05,2022.0,8.0
2720808393,Stanley Park--Beaver Lake,2.0,49.30419,-123.13901,2013-03-10,2013.0,3.0
1750262436,Shelley sludge lagoons,28.0,53.94982,-122.62768,2016-07-10,2016.0,7.0
3215565650,Penticton--Yacht Club/Esplanade,1.0,49.50573,-119.58239,2020-12-02,2020.0,12.0
579691214,Rocky Point Bird Observatory (restricted access),8.0,48.3198,-123.54715,2004-10-14,2004.0,10.0
1370213407,Duncan--Art Mann Park (Quamichan Lk south end),15.0,48.78804,-123.67146,2015-05-23,2015.0,5.0
2089619891,Portuguese Joe's,52.0,49.67901,-124.965515,2017-08-31,2017.0,8.0
3190277796,Vaseux Lake,71.0,49.299744,-119.53327,2020-08-27,2020.0,8.0
1741822883,"Elizabeth Lake, Cranbrook",8.0,49.498783,-115.79311,2016-05-25,2016.0,5.0
277837365,North Vancouver--Maplewood Conservation Area,,49.305843,-123.00034,2009-05-12,2009.0,5.0
273134378,Osoyoos--Road 22 and dykes (general),50.0,49.089268,-119.535194,2010-02-06,2010.0,2.0
4280580223,Central Saanich--ȾIKEL (Maber Flats),2.0,48.572468,-123.43052,2022-05-03,2022.0,5.0
3240012121,Hatzic--Westminster Abbey,2.0,49.153957,-122.27084,2020-04-16,2020.0,4.0
4203757938,Hastings Park Sanctuary,,49.282673,-123.041794,2022-05-30,2022.0,5.0
4348655297,Big Bar Lake Provincial Park,20.0,51.31064,-121.81871,2022-05-13,2022.0,5.0
4241244556,South Pender Island--Brooks Point Park,1.0,48.73464,-123.1878,2022-03-05,2022.0,3.0
2063670771,Vancouver--Queen Elizabeth Park,4.0,49.241943,-123.112206,2017-04-23,2017.0,4.0
3592644997,My house near Quicks Bottom Park,1.0,48.498203,-123.39538,2021-04-28,2021.0,4.0
2127945934,Eaglet Lake (general location),275.0,54.098103,-122.30004,1997-11-15,1997.0,11.0
1716444883,Bowker/Queen's Park,6.0,48.42812,-123.305824,2016-02-16,2016.0,2.0
4308481416,Ship's Point Staircase,9.0,49.503418,-124.80137,2022-12-07,2022.0,12.0
3677919716,"Vernon Commonage--MacKay Reservoir, east side",44.0,50.19735,-119.36051,2021-07-19,2021.0,7.0
2778457251,"Vancouver - Coal Harbour Seawall, Vancouver CA-BC (49.2926,-123.1276)",2.0,49.292572,-123.12764,2019-06-14,2019.0,6.0
2679068480,Cowichan Bay,53.0,48.753075,-123.63868,2019-03-25,2019.0,3.0
2772500794,Nelson--waterfront,6.0,49.498905,-117.291245,2019-04-23,2019.0,4.0
579954505,West Vancouver--Lighthouse Park,25.0,49.336113,-123.26361,2009-01-11,2009.0,1.0
3566722533,"Meadow Lk Rd, Clinton CA-BC 51.25453, -121.59787",2.0,51.254536,-121.59787,2021-05-02,2021.0,5.0
1386758762,Iona Island (General),40.0,49.22133,-123.2111,2015-09-12,2015.0,9.0
3273236446,Richmond--Garden City Park,30.0,49.164585,-123.12302,2020-08-26,2020.0,8.0
1394672634,Stanley Park--tennis courts and heron colony,3.0,49.292286,-123.14517,2015-10-30,2015.0,10.0
3255607820,Nanaimo--Buttertubs West Marsh,10.0,49.17138,-123.979126,2020-02-25,2020.0,2.0
277755517,Nanaimo--Buttertubs Marsh,100.0,49.170925,-123.970764,2009-10-29,2009.0,10.0
2784002653,West Fraser Timber Park,54.0,52.58,-122.29,2019-10-19,2019.0,10.0
4243682762,Kelowna--Robert Lake,2.0,49.93562,-119.408905,2022-04-21,2022.0,4.0
1179064685,Vancouver--Jericho Park,2.0,49.27159,-123.194374,2014-06-25,2014.0,6.0
3279237899,Knutsford,5.0,50.624065,-120.33119,2018-09-02,2018.0,9.0
2073941014,Blaeberry--Holmes-Deakin,5.0,51.445328,-117.01609,2017-06-08,2017.0,6.0
4340619126,Kelowna--Maude-Roxby Sanctuary,4.0,49.870506,-119.49701,2022-04-07,2022.0,4.0
2053839771,Iona Island (General),25.0,49.22133,-123.2111,2017-04-13,2017.0,4.0
2233447152,Rocky Point Bird Observatory (restricted access),26.0,48.3198,-123.54715,2005-10-06,2005.0,10.0
2060369969,Columere Park,2.0,50.295647,-115.86255,2017-04-10,2017.0,4.0
4222657455,Reifel Bird Sanctuary,600.0,49.1,-123.185,2005-07-18,2005.0,7.0
3248260494,West Creston--Peterman/Balsam Roads,2.0,49.06944,-116.59803,2020-04-22,2020.0,4.0
958758651,North Barriere Lake,8.0,51.342194,-119.823586,2013-06-04,2013.0,6.0
1745745999,Stanley Park--Lost Lagoon,60.0,49.29563,-123.140305,2016-06-16,2016.0,6.0
4382839185,Vancouver--Hadden & Vanier Parks,,49.277885,-123.14747,2022-05-06,2022.0,5.0
2778762984,Tranquille Marsh,150.0,50.72275,-120.50346,2019-06-03,2019.0,6.0
3558817514,"Timothy Ranch Area, Kalum Lake Rd, Terrace CA-BC",125.0,54.522865,-128.63696,2021-04-11,2021.0,4.0
3573283838,Mountainview,8.0,49.243206,-123.09704,2021-08-15,2021.0,8.0
4390856228,"Fishtrap Creek Park, Abbotsford CA-BC 49.05555, -122.35099",16.0,49.055553,-122.35099,2022-05-28,2022.0,5.0
4188937681,Port Alberni--Somass Estuary & sewage lagoons,,49.25543,-124.837234,2022-01-08,2022.0,1.0
2711753012,Stanley Park,100.0,49.302967,-123.143265,1994-02-14,1994.0,2.0
4597386916,,,48.46541,-123.368674,2024-03-14T13:56:39,2024.0,3.0
1149193968,Delta - John Oliver Municipal Park,1500.0,49.098526,-122.904076,2014-01-01,2014.0,1.0
2059101460,Bowron Lake Provincial Park--Bowron River,12.0,53.20562,-121.31155,2017-05-31,2017.0,5.0
3510112361,Fort Steele--Old Fort & Kootenay River,2.0,49.612267,-115.63248,2021-03-09,2021.0,3.0
3655281098,Revelstoke--Cartier Bay & Cartier Point,7.0,50.923058,-118.148,2021-05-06,2021.0,5.0
4204316689,Nelson--waterfront,22.0,49.498905,-117.291245,2022-01-28,2022.0,1.0
4248663363,Reifel Bird Sanctuary,30.0,49.1,-123.185,2022-03-29,2022.0,3.0
1350940211,Revelstoke Greenbelt,1.0,50.986946,-118.2075,2015-02-17,2015.0,2.0
3651057531,"Columbia Lake, East Kootenay CA-BC 50.20256, -115.83756",1.0,50.202557,-115.837555,2021-04-17,2021.0,4.0
1722304944,Cbk--Eff Irrig all,4.0,49.553455,-115.63476,2016-03-19,2016.0,3.0
582782979,"Tofino, Jensen's Bay",16.0,49.11759,-125.88143,2011-04-15,2011.0,4.0
2745566983,Iona Island (General),10.0,49.22133,-123.2111,2019-02-15,2019.0,2.0
130000555,Bummer Flats-north,7.0,49.71389,-115.71028,1994-04-07,1994.0,4.0
2779980747,Reifel Bird Sanctuary,50.0,49.1,-123.185,2019-12-29,2019.0,12.0
2143613626,North Pender Hope Bay,3.0,48.801964,-123.27613,2018-03-28,2018.0,3.0
3759903209,,,49.941665,-119.408795,2022-03-28T13:22,2022.0,3.0
167177210,Airport Road,7.0,49.598484,-115.80136,2007-03-28,2007.0,3.0
4208066781,"Yale, British Columbia, CA (49.717, -121.017)",2.0,49.716515,-121.01741,2022-06-07,2022.0,6.0
3591804922,Blenkinsop--Lohbrunner Rd East,2.0,48.49181,-123.35887,2021-04-25,2021.0,4.0
3673040096,Vancouver--Fraser River Trail,2.0,49.215958,-123.169785,2021-04-25,2021.0,4.0
4241057292,"Casa Linda Dr, Saanich",2.0,48.491367,-123.39397,2022-11-15,2022.0,11.0
823521619,"Swan Lake Nature Sanctuary, Victoria",,48.464558,-123.3738,2012-04-22,2012.0,4.0
4194039482,Reifel Bird Sanctuary,80.0,49.1,-123.185,2022-09-11,2022.0,9.0
2034219855,Longview (formerly Vantreight) Farms bulb fields,220.0,48.607407,-123.40421,2017-02-26,2017.0,2.0
2739566416,Little Qualicum estuary,1.0,49.3665,-124.49226,2019-05-18,2019.0,5.0
2984362642,,,49.168165,-123.972041,2020-11-07T18:15,2020.0,11.0
4275167943,Delta—Westham Island,100.0,49.08834,-123.14819,1980-01-20,1980.0,1.0
3255132217,Hastings Park Sanctuary,2.0,49.282673,-123.041794,2020-05-11,2020.0,5.0
3295459557,Port Alberni--Somass Estuary & sewage lagoons,100.0,49.25543,-124.837234,2020-11-01,2020.0,11.0
3595531429,Cheam Lake Wetlands Regional Park,30.0,49.195557,-121.7525,2021-03-03,2021.0,3.0
2724676091,Reifel Bird Sanctuary,40.0,49.1,-123.185,2008-04-20,2008.0,4.0
4315169212,Richmond--Garden City Park,2.0,49.164585,-123.12302,2022-05-06,2022.0,5.0
580280251,Chilliwack--Island 22 Park,60.0,49.193794,-121.97944,2010-11-21,2010.0,11.0
2755801401,Pritchard Creek,2.0,57.723495,-131.51355,2019-05-11,2019.0,5.0
2203865551,Nanaimo--Westwood Lake,,49.162407,-123.997086,2005-05-17,2005.0,5.0
3271857683,Nelson--waterfront,8.0,49.498905,-117.291245,2020-10-02,2020.0,10.0
3293303716,Vancouver--Hadden & Vanier Parks,106.0,49.277885,-123.14747,2020-12-04,2020.0,12.0
1769677238,Victoria West--Songhees Walkway,4.0,48.42964,-123.39075,2016-10-26,2016.0,10.0
273134297,Scout Island Nature Centre,80.0,52.11983,-122.11948,2010-03-01,2010.0,3.0
2145760699,Wardner--Ha Ha Creek Rd,26.0,49.434647,-115.493454,2018-04-04,2018.0,4.0
4359067930,Nanoose Bay--Cottam Point,4.0,49.314102,-124.21443,2022-03-25,2022.0,3.0
3282674058,Denman Island,12.0,49.542194,-124.79047,2020-11-28,2020.0,11.0
4383197587,Saanich--Panama Flats,10.0,48.476334,-123.4029,2022-04-15,2022.0,4.0
1771945247,The Yard™,50.0,49.123154,-121.972015,2016-11-09,2016.0,11.0
4322363548,Barnet Marine Park,6.0,49.291546,-122.924355,2022-03-01,2022.0,3.0
3599706010,"2359 Beverly St, Duncan CA-BC 48.78514, -123.68660",138.0,48.785137,-123.6866,2021-02-02,2021.0,2.0
3283474013,Nanaimo--Long Lake,41.0,49.21112,-124.02022,2020-12-27,2020.0,12.0
29823035,Sargeant Bay,,49.47163,-123.84618,2003,2003.0,
6391533,V7B 1W8 Richmond,,49.20696,-123.16681,2002-02-18,2002.0,2.0
3507977210,off Williams Beach Rd,10.0,49.821373,-125.04639,2021-02-21,2021.0,2.0
3564918816,"Vancouver, BC, CA",,49.25181,-123.12669,1974-05-24,1974.0,5.0
3281477638,Kelowna--Robert Lake,60.0,49.93562,-119.408905,2020-09-21,2020.0,9.0
3277078376,"901–919 Matheson Lake Park Rd, Victoria CA-BC 48.35245, -123.58242",2.0,48.35245,-123.58242,2020-12-27,2020.0,12.0
821282469,"Stanley Pk (Georgia St entrance), Vancouver BC",2.0,49.2948,-123.1362,1981-11-16,1981.0,11.0
3651249036,Boswell to Phillips Rd,2.0,50.261646,-119.225006,2021-03-26,2021.0,3.0
4356497744,Colony Farm,7.0,49.23429,-122.79964,2022-05-21,2022.0,5.0
2720285369,UBC--Cecil Green & Museum of Anthropology grounds,5.0,49.27014,-123.26062,2017-05-24,2017.0,5.0
2213954548,Rithet's Bog,1.0,48.4915,-123.37905,2018-12-20,2018.0,12.0
1794274693,Englishman River Estuary (general),211.0,49.330807,-124.2949,2003-11-01,2003.0,11.0
3746994936,,,49.877989,-119.430139,2022-03-19T10:24,2022.0,3.0
4352940355,Home,4.0,49.309147,-124.306175,2022-04-14,2022.0,4.0
4223583095,"China Beach, Capital CA-BC 48.42898, -124.08560",20.0,48.428986,-124.0856,2022-06-07,2022.0,6.0
1738197427,Victoria--Government House,3.0,48.41783,-123.34227,2016-05-15,2016.0,5.0
4329725714,Richmond--Garden City Park,1.0,49.164585,-123.12302,2022-04-23,2022.0,4.0
278218751,Great Blue Heron Nature Reserve--Heron Loop Trail,70.0,49.094013,-122.04729,2010-03-26,2010.0,3.0
1195264870,Grasmere--Edwards Lk / Dorr Cutoff Rd,4.0,49.09152,-115.12985,2014-11-08,2014.0,11.0
3570769129,Kelowna--Munson Pond,20.0,49.864048,-119.46036,2021-09-10,2021.0,9.0
891143320,,,49.297423,-123.132362,2012-08-02,2012.0,8.0
2214925009,"2941 Dragon Lake Road, Quesnel, British Columbia, CA (52.924, -122.434)",50.0,52.92409,-122.43405,2018-11-01,2018.0,11.0
2057902089,Salmon Arm Bay (General),1.0,50.709747,-119.28043,2017-04-24,2017.0,4.0
2721871329,Port Coquitlam--Blakeburn Lagoons,20.0,49.26583,-122.73676,2019-10-05,2019.0,10.0
1380669563,Reifel Bird Sanctuary,,49.1,-123.185,2015-08-04,2015.0,8.0
3337859706,,,48.776404,-123.684424,2021-08-06T13:44,2021.0,8.0
4315740250,Fletcher Lake,5.0,51.770084,-123.07858,2022-09-25,2022.0,9.0
1369293312,Cheam Lake Wetlands Regional Park,13.0,49.195557,-121.7525,2015-05-18,2015.0,5.0
3508324709,"Swan Lake Nature Sanctuary, Victoria",2.0,48.464558,-123.3738,2021-01-25,2021.0,1.0
2218055558,Rocky Point Bird Observatory (restricted access),42.0,48.3198,-123.54715,2018-08-19,2018.0,8.0
4376649559,Reifel Bird Sanctuary,50.0,49.1,-123.185,2022-10-04,2022.0,10.0
2160765673,"Kootenay Lake--north end, Hwy. 31",4.0,50.171513,-116.95749,2018-05-05,2018.0,5.0
2101098855,Vernon--O'Keefe's Pond,47.0,50.36111,-119.28778,2017-10-28,2017.0,10.0
948205201,Green Bay,4.0,50.15279,-122.952354,1994-03-27,1994.0,3.0
976225161,West Kelowna--Mouth of Powers Creek,,49.815502,-119.62352,2013-12-29,2013.0,12.0
4340837355,South Pender Island--Brooks Point Park,2.0,48.73464,-123.1878,2022-08-28,2022.0,8.0
1358183677,Manning road,6.0,50.503166,-120.30587,2015-04-06,2015.0,4.0
3138711617,"Vancouver, BC, CA",6.0,49.25181,-123.12669,2020-03-19,2020.0,3.0
2799572471,Vancouver--Queen Elizabeth Park,125.0,49.241943,-123.112206,2019-12-14,2019.0,12.0
3300570369,Metchosin--Pedder Bay,8.0,48.348892,-123.575935,2020-08-23,2020.0,8.0
821429590,Blaeberry--Holmes-Deakin,109.0,51.445328,-117.01609,1998-09-09,1998.0,9.0
3678843573,Abbotsford--Willband Creek Park,50.0,49.07065,-122.28117,2021-03-15,2021.0,3.0
3591810146,Lavington,12.0,50.227386,-119.116776,2021-03-13,2021.0,3.0
823475736,"Hamilton Marsh, Coombs",,49.318634,-124.46566,2012-03-18,2012.0,3.0
2060033469,"Vernon, Predator Ridge",4.0,50.18954,-119.39538,2017-04-29,2017.0,4.0
2680587807,Quilchena,6.0,50.159634,-120.51539,2019-04-22,2019.0,4.0
2749853090,Port Coquitlam--Blakeburn Lagoons,7.0,49.26583,-122.73676,2019-05-09,2019.0,5.0
1724021839,Iona Island (General),3.0,49.22133,-123.2111,2016-03-28,2016.0,3.0
1791949960,Deer Lake Park,11.0,49.237682,-122.96786,2003-01-21,2003.0,1.0
3658328661,Vancouver--Trout Lake (John Hendry Park),9.0,49.25596,-123.062325,2021-11-23,2021.0,11.0
2161342631,Revelstoke--Airport Marsh and Machete Island,18.0,50.96902,-118.192375,2018-06-06,2018.0,6.0
2145755748,Uplands Park,2.0,48.441635,-123.29881,2018-03-11,2018.0,3.0
2147101927,Squamish River Estuary,20.0,49.70507,-123.17841,2018-04-08,2018.0,4.0
2208958045,Port Alberni--Somass Estuary & sewage lagoons,25.0,49.25543,-124.837234,2018-10-21,2018.0,10.0
3655209972,Vancouver--Trout Lake (John Hendry Park),6.0,49.25596,-123.062325,2021-08-16,2021.0,8.0
3670292916,Penticton--Okanagan Lake,1.0,49.50389,-119.59618,2021-03-01,2021.0,3.0
4277578419,Victoria--Summit Park Reservoir,53.0,48.4452,-123.35318,2022-11-21,2022.0,11.0
976130414,Tofino--Sharp Road Lookout,,49.125328,-125.883575,2013-12-28,2013.0,12.0
823825394,Big Tent RV Park,4.0,49.316425,-124.28622,2012-08-04,2012.0,8.0
2064579315,Airport road pond,12.0,49.591965,-115.803535,2017-05-13,2017.0,5.0
3635124834,Saanich--Panama Flats,25.0,48.476334,-123.4029,2021-06-19,2021.0,6.0
1725449104,"178 Penticton, Oxbow",2.0,49.46839,-119.592606,2016-04-04,2016.0,4.0
4229657563,Esquimalt Lagoon,40.0,48.4294,-123.45837,2022-10-01,2022.0,10.0
4362897691,Nanaimo--Neck Point Park,23.0,49.235535,-123.96475,2022-06-16,2022.0,6.0
167177651,Salmon Arm Bay--bird blind area,3.0,50.70772,-119.28513,2007-04-09,2007.0,4.0
4236144920,Vancouver--Jericho Park,2.0,49.27159,-123.194374,2022-03-20,2022.0,3.0
2697705782,Victoria--Blenkinsop Lake,36.0,48.483448,-123.3605,2019-09-07,2019.0,9.0
3218320649,Reifel Bird Sanctuary,26.0,49.1,-123.185,2020-02-03,2020.0,2.0
2233596732,Port Alberni -Somass,8.0,49.26119,-124.82387,2018-11-09,2018.0,11.0
1349970479,Penticton--Yacht Club/Esplanade,42.0,49.50573,-119.58239,2015-02-14,2015.0,2.0
977707724,Sechelt Golf Course,,49.489803,-123.78296,2012-05-16,2012.0,5.0
2180233462,Reifel Bird Sanctuary,35.0,49.1,-123.185,2018-07-02,2018.0,7.0
4308497659,"Victoria--Selkirk Waterfront, Gorge Waterway",5.0,48.440186,-123.379395,2022-12-12,2022.0,12.0
3156420792,"1891-1901 Otter Lake Cross Road, Armstrong, British Columbia, CA (50.427, -119.23)",2.0,50.426517,-119.22962,2020-05-22,2020.0,5.0
967233570,Rathtrevor Beach Provincial Park,57.0,49.32043,-124.2683,2013-09-28,2013.0,9.0
822968222,Metchosin--Swanwick Rd.,80.0,48.36104,-123.542465,2012-11-25,2012.0,11.0
